0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,failure mode
-5.270740354191116,3.255778391158361,3.692066136210083,0.9701376877391511,0.28005500792594223,1.8415144045924545,0.509487587199473,-0.9028571339304939,-1.1787213379663963,0.8616982919440472,-0.23513454780284307,-0.44479669256202214,1.0774163721823204,1.2667356759851853,0.430290092359687,-1.646479576432099,0.3394404674627235,0.24252694902339592,-0.058213305512003974,-0.2750854195578064,0.8228654238568321,3
-4.98066470267411,2.0307124863056174,4.026735285387183,1.264760841131193,-1.8295572377307492,-0.9528681852894805,-1.0969184471425222,1.674186091499423,-0.10987403215124127,-0.8722877985758059,-1.6164525783336938,-0.10248615965704244,-0.001990323545568487,1.498182832960207,-0.1187211889294796,0.20703225020359106,0.6303477812985624,0.5300619665510437,0.05469908100291653,-0.6365960059259937,-0.2187607054302632,3
-2.7301873537941908,0.4983615949969713,2.8642971832142017,-1.2476388970144918,-0.14877031808494856,-4.01032699872531,0.13865788841292295,1.0968910895066055,0.18888180985128883,1.3699147954907651,1.2288339744008085,-1.8644689192767177,-0.8023105793360038,0.9716460582009417,-1.102529467166996,0.3678803965925584,1.0542039766537632,-0.650388157200037,0.20796279534211728,-0.3543490004235423,0.08017437003491822,1
-3.8684300237786315,-2.6092718851402066,-0.9054352727212266,-0.41739154168126935,0.536687957130824,0.8931600320937483,-0.040812847859730404,2.950907381192486,0.36490298126973264,1.1368444570628404,1.1412250832051316,0.018272238986386025,0.5299371889385972,-1.2310522852172845,0.002983378535811984,-0.3800587618210813,-0.3319669202051928,-0.4113717883610734,-0.23896242688817665,-0.1477760343564123,1.4051501246266744,1
0.10005846499601667,-0.6062758826798655,-3.5324191627722876,-0.827033308138664,-0.3898945233547554,1.5390779527956462,-0.6350987137142412,-2.620325385362469,1.7291904160551683,-0.43635091965888495,-0.10460279253472528,-0.5175067578187788,0.7451239030170133,-0.03425609353457687,-0.5091054883743518,0.37952531855310206,1.0752387116998003,1.3442312603156268,0.003573455689367003,0.2056863709849706,-0.7099974449242202,1
-6.315327179514618,1.334681928181238,-1.364404881517292,-0.8512505176653992,0.5337137550682025,0.7109457329372304,0.2979119046286077,-1.3484907774180417,-0.21198499697216158,-2.0559349562861255,-1.4496774380894106,-0.12769786790369916,-0.561998441368629,-0.4540436460570607,-0.19459112332733144,0.064265866400646,0.782887440635002,0.23924082718179893,-0.11959627970344808,0.22724856193510598,0.08936440088585976,1
-3.971616675512015,-0.7182839813084129,-2.0506579974089236,-0.6080338296155975,1.7032389851196295,-0.07965433855487461,-0.1177095589402902,1.7681948941083616,-1.668619445699703,-1.6023728734518994,1.8142545226966758,-2.1957194105297906,-1.8141020720387753,0.747314927399095,-1.2581963335411461,-1.0255344084823776,-1.065138715616377,0.28279716902017527,2.270019230757627,-0.374953138133801,0.40144856622026404,2
6.498276934025718,-5.020195184321701,1.321540686294561,1.8194929937845048,2.687295297798361,-2.4353621277426525,0.9777194913098601,2.046216231200271,-2.829501193676708,0.4852574758659397,1.110321254875748,-1.3411879292741102,-0.015536536297160022,-0.4165943085565872,1.9284563627631544,-0.32512693064185333,-0.40403669980937085,-0.1405924680124025,-2.172898949603373,-1.8743409468961272,-0.7426451711164598,3
-3.609341358005979,-0.962719659617459,0.9810897557622268,0.38595569812939345,1.6532465137851176,3.6756736671804515,1.8647818605135131,-1.0812177059479322,-4.167685231013999,0.30391058478576266,-0.42562851679471425,0.3305675924871701,-0.5389107590418699,0.425369486139102,-0.10702728335313075,1.2953704878102537,1.1116076253890936,-1.0891106095955918,-0.35830799335956875,1.540856297339312,-1.178859194283133,3
1.3097381636452041,-0.6396344897034976,1.6702215468440076,-0.6821451874154625,2.2560697208982154,0.25082830827897423,2.067635111016125,-1.4417284880024768,-0.08989657351754528,0.3877045085316516,-0.8200234243193899,-0.3264293009437284,0.45482383191542297,0.5614443494633895,-0.9773085015003462,-0.45829479811605484,0.020009888158652792,-0.12763148981533823,1.2530545851253447,0.07414802510100332,-0.6033224981461526,3
