PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,FailureMode
3.3655108110656315,1.1859921208706812,3.2549606093027625,-0.11907771987840288,-1.3723741755227865,-0.22175770209371368,-0.22907575724366042,-1.0114770283400394,-0.29617056482083354,-1.7057311547049305,1.6983654554312027,1.1906306219240637,-0.3945172293246549,0.3892657508493283,-0.3057333715386038,0.2917747931280678,-1.1150092052907983,-0.3350609189955602,-0.3415979390195951,-1.1285176855581853,-1.0609871068581613,1
3.563421046987267,1.2159426799664932,-2.981291744057785,2.835538227900836,-2.5123519534209877,0.44962433939557417,2.2571239134014536,-1.3463938650287164,-0.4826867465349971,-0.2531768240660369,-1.2996373288078593,0.42460872391005916,-0.9023873025130804,3.4145902295621156,0.19868101083619694,-0.050389992231105844,1.1396019498233767,0.3805144421835845,-0.42996944797093267,0.7186664398734365,-0.6447044815461358,1
2.9594478844709786,-2.685250807771093,-7.862555230205093,-9.067695446466209,-4.309417234937483,4.729892673404162,-6.493438118346835,2.817900773904525,-1.9271876242615045,-0.8302061073156803,2.540782131630366,2.331672301134259,-3.1957164924932977,-2.9555710703613105,2.521866933027652,-6.830163993063105,2.432618203185862,4.997841196578665,0.18749121629457366,0.1563593505347063,1.3674856873610712,3
-2.673085639062703,-0.16744918028372963,-0.506567763155922,1.749003850729588,0.7356170969387578,-1.9850909794024987,-0.564293694577979,1.187795889788079,-0.4043122518106209,-1.0449894657657934,0.446766465234711,-1.2618887877478673,-0.11344257546733823,0.21710216955779843,-1.295412279139118,0.09386941075095692,2.379373578613922,-0.6278366239401354,-1.6198377793516432,0.3117937466779696,0.13405528266886074,1
1.5057234368099128,0.33973045397652796,-1.4477582149923929,-0.3349807225462986,-2.6893127875202154,1.3737635849461494,-1.0520428398788082,-1.3645689586456717,-0.43823263212020064,-0.18926444657035504,-1.2835615600762562,-0.15249208141654322,-0.45955935241916934,-0.2077427240305301,0.8603147665214377,0.6607627477121233,-0.14038370087233282,-0.7776648244833282,-0.4114749789276306,0.6660147004909992,-0.31841270791746473,3
3.513774030862219,4.173399845255727,2.770794001620415,-2.01244518682836,-0.3656447103520331,-1.546890568183435,0.3299802648890438,-1.3816568971036016,3.0430365901554186,2.8787382132474773,0.08220408601867656,2.2060540773202164,-0.9765727547299985,1.7624314704152568,-0.20086595878607097,-0.16224847149888294,0.5135534460887347,-0.07362950656513896,-0.4997011370848314,1.6953268329481563,-1.6969877968975273,1
-3.3505020260450626,1.8075481432345202,1.7862117894564855,-2.4196665348473636,0.9741717730897644,-0.2793602095697843,-0.9667672886510742,-0.131722267523413,2.3475680108840318,0.7740873623596779,-0.1840371588270347,-1.0186260890805707,1.4141084051925288,-0.6666965819369224,0.6899441348108526,-0.5986938600034547,0.2646030236471246,-0.03872209466976563,0.6501856413995201,0.6439699719709797,0.15967113926052617,1
-3.251014348995158,1.3450156781613583,3.354840931325065,0.13379688993044583,-1.2518596118860656,-0.46881891025505334,0.9306715407600998,1.4975821201492947,0.8676781629737417,0.56984181296413,1.5268039115995535,0.8024604490919176,0.6593786441478625,-2.5507198068513066,-0.4713038289777025,-0.8743360602599366,0.7707224486974301,-0.35232575348127504,-0.011789020475815079,0.6668720356858988,-0.8239669707479472,1
-1.4124174045957416,3.9552240664492113,0.9747534489425196,2.1150514238576745,0.3370665489726989,-0.8364507989073874,0.9528474309392422,1.6153003102725547,1.595333866321918,-1.0248009776379023,0.8175288836457105,-0.8552127331817052,0.8509561326933536,2.57208105099969,0.07461760854024087,-0.5043143855690111,0.20441879360422335,0.2169772719973283,-0.11687045003184175,-0.024981751411308886,0.3309592475870388,1
0.1792324916710487,-2.951909990719018,-0.6985496603030241,-5.043790129060779,2.5883364483949878,0.1555053696684802,0.6754862016911308,1.1253179874909431,2.0861666806962846,2.7960175759855543,-2.0734219796941824,-1.354476344445062,-0.6818294067016187,-0.14253300200474267,0.2966103680208081,0.15597260304116073,0.3961050130866165,0.97163170763923,-0.16015509357062022,0.3263233402646855,0.5957635780609024,3
-2.738642629010043,3.2322755925339006,2.2631528855489305,0.6965171649885684,-1.4720941126552276,-0.5863461672762066,-2.5126244205451527,0.09080481884813679,4.468568952317341,-2.1444629389131014,1.5693653288655094,0.3910597278811787,1.7755065998150312,0.6304426376382235,0.12621943455586598,0.32536751487663407,-0.6259738870903961,-0.7881473763336833,0.6065743684191316,1.2578617632881612,0.40000099992809524,1
-4.471637547790707,0.20986286256910083,0.8569613574113362,0.1120414204368911,-0.13545476517605742,1.7508852649611335,-1.1797910287147755,-0.9263715414109475,-0.29470285986108474,-2.0707751681412656,-0.3811640073474796,0.4233541290476799,-0.2549593313122028,0.4417407016133624,-0.13697935888862603,-0.2730052754796365,0.9713899730200105,-0.6232515632027508,0.2835715953822478,0.24701266714600026,0.22076896802962695,2
